mountain_no,mountain_name,summit_candidate_id,source_gpx_basename,track_name,candidate_ele_m,mountain_elevation_m,elevation_diff_m,location_refined_candidate_score,location_refined_rank_for_mountain,location_refined_rank_for_summit_candidate,score_gap_to_next_candidate,mutual_top1,mutual_top3,confidence,review_priority,compact_review_priority,review_bucket,location_refinement_level,csv_municipality,csv_island,matched_terms,nearest_display_name,review_reason_codes,review_priority_reason_codes,compact_review_reason_codes,notes
422,天狗ノ森,summit-candidate:54dc6f5d29d60052,yamap_2025-08-15_09_21.gpx,天狗ノ森 ,1479.58,1485,5.42,0.608,3,1,0.102,false,true,medium,high,high,check_close_alternatives,boundary_tolerated_mismatch,久万高原町,,,"セラピーロード, 津野町, 高岡郡, 高知県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning|activity_link_ambiguous,strong_evidence_with_mismatch,small_score_gap,mountain=天狗ノ森(#422); candidate=summit-candidate:54dc6f5d29d60052; ref_score=0.608; ref_rank=3; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch
423,鶴ノ子ノ頭,summit-candidate:65906dbbd6e5b747,yamap_2025-09-07_08_00.gpx,鶴ノ子ノ頭・石鎚山,1647.683322091346,1637,10.68,0.7365,1,1,0.2465,true,true,medium,high,high,resolve_conflict,exact_municipality_match,久万高原町,,久万高原町,"久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=鶴ノ子ノ頭(#423); candidate=summit-candidate:65906dbbd6e5b747; ref_score=0.7365; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
423,鶴ノ子ノ頭,summit-candidate:d13554ef3debca9d,yamap_2022-04-30_08_30.gpx,岩黒山・筒上山・手箱山,1638.4079336000111,1637,1.41,0.49,2,4,0.035,false,false,low,medium,low,low_priority,exact_municipality_match,久万高原町,,久万高原町,"石鎚スカイライン, 久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate|activity_link_ambiguous,top_3_with_evidence,low_priority_alternative,mountain=鶴ノ子ノ頭(#423); candidate=summit-candidate:d13554ef3debca9d; ref_score=0.49; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
423,鶴ノ子ノ頭,summit-candidate:19713e48698f3e2a,yamap_2025-09-07_08_00.gpx,鶴ノ子ノ頭・石鎚山,1967.0036586656968,1637,330,0.455,3,2,0.1445,false,true,low,high,high,check_location_warning,boundary_tolerated_mismatch,久万高原町,,,"石鎚神社, 三の鎖, 西条市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|location_mismatch_warning,strong_evidence_with_mismatch,location_mismatch_warning,mountain=鶴ノ子ノ頭(#423); candidate=summit-candidate:19713e48698f3e2a; ref_score=0.455; ref_rank=3; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch
424,千秋寺山,summit-candidate:084fa7c9e55252dc,yamap_2026-03-11_10_35.gpx,野津子山・軽ノ山,165.84333333333333,157,8.84,0.49,1,9,0,false,false,low,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"祝谷六丁目, 祝谷西町, 松山市, 愛媛県, 790-0833, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=千秋寺山(#424); candidate=summit-candidate:084fa7c9e55252dc; ref_score=0.49; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
424,千秋寺山,summit-candidate:3259dfe3d9ce60c5,yamap_2022-03-23_07_38.gpx,明神山・潮見山,152.25333333333333,157,4.75,0.49,2,6,0,false,false,low,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"平井町, 松山市, 愛媛県, 791-0243, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate,top_candidate_for_multiple_mountains,shared_candidate,mountain=千秋寺山(#424); candidate=summit-candidate:3259dfe3d9ce60c5; ref_score=0.49; ref_rank=2; loc_level=exact_municipality_match; priority=high; priority_reasons=top_candidate_for_multiple_mountains
424,千秋寺山,summit-candidate:ac7a1ebef52ea30c,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,156.4466666666667,157,0.55,0.49,3,9,0,false,false,low,medium,high,check_close_alternatives,exact_municipality_match,松山市,,松山市,"下難波, 松山市, 愛媛県, 799-2499, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate,top_3_with_evidence,small_score_gap,mountain=千秋寺山(#424); candidate=summit-candidate:ac7a1ebef52ea30c; ref_score=0.49; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
425,黒川山,summit-candidate:6b97922a3935a9a5,yamap_2025-09-21_08_53.gpx,前社ヶ森・剣山・黒川山,1354.6866666666667,1365,10.31,0.7365,1,1,0.051,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,西条市,,西条市,"西条市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=黒川山(#425); candidate=summit-candidate:6b97922a3935a9a5; ref_score=0.7365; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
425,黒川山,summit-candidate:56e8244e578a141a,yamap_2025-09-21_08_53.gpx,前社ヶ森・剣山・黒川山,1409.006666666667,1365,44.01,0.6855,2,1,0.051,false,true,medium,medium,low,low_priority,exact_municipality_match,西条市,,西条市,"石鎚神社 成就社, 試しの鎖, 西条市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=黒川山(#425); candidate=summit-candidate:56e8244e578a141a; ref_score=0.6855; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
425,黒川山,summit-candidate:109bc31ba8b3aa15,yamap_2025-09-21_08_53.gpx,前社ヶ森・剣山・黒川山,1627.0833333333333,1365,262.08,0.6345,3,3,0,false,true,medium,high,high,resolve_conflict,exact_municipality_match,西条市,,西条市,"試しの鎖, 西条市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_candidate_for_multiple_mountains,shared_candidate,mountain=黒川山(#425); candidate=summit-candidate:109bc31ba8b3aa15; ref_score=0.6345; ref_rank=3; loc_level=exact_municipality_match; priority=high; priority_reasons=top_candidate_for_multiple_mountains
426,前社ヶ森,summit-candidate:109bc31ba8b3aa15,yamap_2025-09-21_08_53.gpx,前社ヶ森・剣山・黒川山,1627.0833333333333,1592,35.08,0.6855,1,2,0.051,false,true,medium,high,high,resolve_conflict,exact_municipality_match,西条市,,西条市,"試しの鎖, 西条市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=前社ヶ森(#426); candidate=summit-candidate:109bc31ba8b3aa15; ref_score=0.6855; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
426,前社ヶ森,summit-candidate:56e8244e578a141a,yamap_2025-09-21_08_53.gpx,前社ヶ森・剣山・黒川山,1409.006666666667,1592,182.99,0.6345,2,2,0,false,true,medium,medium,low,low_priority,exact_municipality_match,西条市,,西条市,"石鎚神社 成就社, 試しの鎖, 西条市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=前社ヶ森(#426); candidate=summit-candidate:56e8244e578a141a; ref_score=0.6345; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
426,前社ヶ森,summit-candidate:6b97922a3935a9a5,yamap_2025-09-21_08_53.gpx,前社ヶ森・剣山・黒川山,1354.6866666666667,1592,237.31,0.6345,3,2,0,false,true,medium,medium,low,low_priority,exact_municipality_match,西条市,,西条市,"西条市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=前社ヶ森(#426); candidate=summit-candidate:6b97922a3935a9a5; ref_score=0.6345; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
427,剣山,summit-candidate:109bc31ba8b3aa15,yamap_2025-09-21_08_53.gpx,前社ヶ森・剣山・黒川山,1627.0833333333333,1627,0.08,0.7875,1,1,0.153,true,true,medium,high,high,resolve_conflict,exact_municipality_match,西条市,,西条市,"試しの鎖, 西条市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=剣山(#427); candidate=summit-candidate:109bc31ba8b3aa15; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
427,剣山,summit-candidate:56e8244e578a141a,yamap_2025-09-21_08_53.gpx,前社ヶ森・剣山・黒川山,1409.006666666667,1627,217.99,0.6345,2,3,0,false,true,medium,medium,low,low_priority,exact_municipality_match,西条市,,西条市,"石鎚神社 成就社, 試しの鎖, 西条市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=剣山(#427); candidate=summit-candidate:56e8244e578a141a; ref_score=0.6345; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
427,剣山,summit-candidate:6b97922a3935a9a5,yamap_2025-09-21_08_53.gpx,前社ヶ森・剣山・黒川山,1354.6866666666667,1627,272.31,0.6345,3,3,0,false,true,medium,medium,low,low_priority,exact_municipality_match,西条市,,西条市,"西条市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=剣山(#427); candidate=summit-candidate:6b97922a3935a9a5; ref_score=0.6345; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
428,東光森山,summit-candidate:6358c7fb40ce841e,yamap_2025-09-27_06_52.gpx,東光森山・別子山,1480.9266666666665,1486,5.07,0.7875,1,1,0.102,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,新居浜市,,新居浜市,"新居浜市, 愛媛県, 799-0650, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=東光森山(#428); candidate=summit-candidate:6358c7fb40ce841e; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
428,東光森山,summit-candidate:accbb6cf4fee8a2f,yamap_2025-09-27_06_52.gpx,東光森山・別子山,1449.5566666666666,1486,36.44,0.6855,2,1,0.051,false,true,medium,medium,low,low_priority,exact_municipality_match,新居浜市,,新居浜市,"新居浜市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=東光森山(#428); candidate=summit-candidate:accbb6cf4fee8a2f; ref_score=0.6855; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
428,東光森山,summit-candidate:4b66146264e5e167,yamap_2025-09-27_06_52.gpx,東光森山・別子山,1271.6466666666668,1486,214.35,0.6345,3,1,0,false,true,medium,medium,low,low_priority,exact_municipality_match,新居浜市,,新居浜市,"新居浜市, 愛媛県, 799-0650, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=東光森山(#428); candidate=summit-candidate:4b66146264e5e167; ref_score=0.6345; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
429,別子山,summit-candidate:69652a1c97f3b2eb,yamap_2025-09-27_06_52.gpx,東光森山・別子山,1369.4399999999998,1374,4.56,0.7875,1,1,0.153,true,true,medium,high,high,resolve_conflict,exact_municipality_match,新居浜市,,新居浜市,"大北川, 大川村, 土佐郡, 高知県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=別子山(#429); candidate=summit-candidate:69652a1c97f3b2eb; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
429,別子山,summit-candidate:4b66146264e5e167,yamap_2025-09-27_06_52.gpx,東光森山・別子山,1271.6466666666668,1374,102.35,0.6345,2,2,0,false,true,medium,medium,low,low_priority,exact_municipality_match,新居浜市,,新居浜市,"新居浜市, 愛媛県, 799-0650, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=別子山(#429); candidate=summit-candidate:4b66146264e5e167; ref_score=0.6345; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
429,別子山,summit-candidate:6358c7fb40ce841e,yamap_2025-09-27_06_52.gpx,東光森山・別子山,1480.9266666666665,1374,106.93,0.6345,3,2,0,false,true,medium,medium,low,low_priority,exact_municipality_match,新居浜市,,新居浜市,"新居浜市, 愛媛県, 799-0650, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=別子山(#429); candidate=summit-candidate:6358c7fb40ce841e; ref_score=0.6345; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
430,三ッ森山,summit-candidate:8f124a2a1de32654,yamap_2025-10-05_08_42.gpx,三ッ森山・大座礼山,1423.7,1429,5.3,0.7875,1,1,0.051,true,true,medium,high,high,resolve_conflict,exact_municipality_match,新居浜市,,新居浜市,"新居浜市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=三ッ森山(#430); candidate=summit-candidate:8f124a2a1de32654; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
430,三ッ森山,summit-candidate:b2662116bd1858b6,yamap_2025-10-05_08_42.gpx,三ッ森山・大座礼山,1446.9966666666667,1429,18,0.7365,2,1,0.2465,false,true,medium,medium,low,low_priority,exact_municipality_match,新居浜市,,新居浜市,"新居浜市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=三ッ森山(#430); candidate=summit-candidate:b2662116bd1858b6; ref_score=0.7365; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
430,三ッ森山,summit-candidate:057580d1c60049b6,yamap_2024-10-05_06_40.gpx,銅山峰・西山・三の森・二の森・一の森,1425.3166666666668,1429,3.68,0.49,3,6,0,false,false,low,high,high,resolve_conflict,exact_municipality_match,新居浜市,,新居浜市,"新居浜市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate,top_candidate_for_multiple_mountains,shared_candidate,mountain=三ッ森山(#430); candidate=summit-candidate:057580d1c60049b6; ref_score=0.49; ref_rank=3; loc_level=exact_municipality_match; priority=high; priority_reasons=top_candidate_for_multiple_mountains
431,大座礼山,summit-candidate:8f124a2a1de32654,yamap_2025-10-05_08_42.gpx,三ッ森山・大座礼山,1423.7,1587,163.3,0.6345,1,2,0,false,true,medium,high,high,resolve_conflict,exact_municipality_match,新居浜市,,新居浜市,"新居浜市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=大座礼山(#431); candidate=summit-candidate:8f124a2a1de32654; ref_score=0.6345; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
